image,pred_count,suspect_count,status,signal,confidence,gt_count,is_correct,is_multi_gt,is_multi_pred,read_ms,preprocess_ms,infer_ms,post_ms,signal_ms,total_ms,vis_path,error_type,reasons
Hikrobot MV-PD010003-12C-8C (DA8401808)_212401591_589_2401961_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.259033,1,0,0,0,64.763,0.0,68.485,0.474,0.001,133.731,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212405590_591_2406081_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.300781,1,0,0,0,84.84,0.0,74.018,0.383,0.001,159.249,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212407841_594_2408329_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,57.121,0.0,48.196,0.484,0.001,105.81,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212408800_595_2409223_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.32251,1,0,0,0,94.784,0.0,76.894,0.521,0.002,172.209,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212411220_596_2411605_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,60.039,0.0,44.413,0.521,0.001,104.981,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212414481_598_2414949_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.373779,1,0,0,0,82.761,0.0,73.793,0.528,0.002,157.095,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212415621_599_2416219_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,71.811,0.0,53.191,0.721,0.002,125.735,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212418301_601_2418723_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,91.077,0.0,52.662,0.494,0.001,144.244,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212423472_604_2423793_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,86.372,0.0,49.78,0.457,0.001,136.62,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212424432_605_2425068_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,86.877,0.0,51.611,0.47,0.001,138.967,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212432762_610_2433133_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,76.57,0.0,50.775,0.672,0.001,128.026,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212434032_611_2434670_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.998,0.0,52.2,0.328,0.0,125.533,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212446864_617_2447418_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,86.662,0.0,50.946,0.405,0.001,138.021,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212448033_618_2448554_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.300781,1,0,0,0,79.436,0.0,76.228,0.49,0.002,156.164,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212453994_621_2454538_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,86.878,0.0,48.555,0.499,0.001,135.943,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212454964_622_2455293_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.821,0.0,55.149,0.513,0.001,140.493,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212457926_623_2458482_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,80.424,0.0,49.975,1.101,0.002,131.514,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212459023_624_2459371_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.348877,1,0,0,0,74.13,0.0,74.459,0.528,0.002,149.128,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212500895_626_2501433_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.066,0.0,47.594,0.666,0.001,122.337,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212502194_627_2502798_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.535,0.0,52.337,0.482,0.001,125.362,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212505224_629_2505741_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.386719,1,0,0,0,87.781,0.0,73.511,0.382,0.001,161.682,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212508705_630_2509218_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,90.736,0.0,49.619,0.465,0.001,140.829,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212510514_631_2510950_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,90.231,0.0,49.536,0.402,0.001,140.176,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212511576_632_2512160_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.7,0.0,53.705,0.556,0.002,138.972,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212515295_633_2515723_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.37207,1,0,0,0,92.338,0.0,80.217,0.482,0.014,173.059,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212516715_634_2517386_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,88.66,0.0,49.681,0.498,0.001,138.854,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212518896_635_2519545_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.188,0.0,48.299,0.466,0.001,125.962,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212521025_636_2521605_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,87.62,0.0,53.582,0.34,0.001,141.55,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212524356_637_2524866_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.021,0.0,51.186,0.493,0.001,121.708,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212525235_638_2525744_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,67.052,0.0,56.835,0.477,0.001,124.374,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212528055_640_2528563_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.458,0.0,48.061,0.351,0.001,120.878,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212529816_641_2530403_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,89.455,0.0,49.795,0.383,0.001,139.639,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212532145_642_2532761_Panorama.jpg,0,3,UNKNOWN,REVIEW,0.467041,1,0,0,0,63.929,0.0,118.254,0.436,0.001,182.627,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212533298_643_2533832_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.403809,1,0,0,0,87.893,0.0,71.968,0.424,0.001,160.294,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212535026_644_2535554_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,88.153,0.0,46.371,0.511,0.001,135.045,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212539168_645_2539735_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,79.886,0.0,49.942,0.491,0.001,130.327,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212545009_648_2545487_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,80.047,0.0,49.555,0.553,0.001,130.163,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212552027_652_2552647_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,96.029,0.0,50.077,0.335,0.001,146.453,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212557157_655_2557709_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,90.365,0.0,48.629,0.477,0.001,139.481,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212559669_656_2600315_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,78.645,0.0,50.143,0.451,0.001,129.248,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212602139_657_2602412_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.332,0.0,50.201,0.466,0.001,143.008,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212603259_658_2603898_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,96.226,0.0,52.661,0.471,0.001,149.368,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212607808_660_2608265_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.456,0.0,49.67,0.468,0.002,120.604,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212609789_662_2610289_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.271973,1,0,0,0,87.702,0.0,72.413,0.388,0.001,160.511,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212610889_663_2611288_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.714,0.0,51.051,0.632,0.001,121.406,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212612619_664_2613256_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,59.649,0.0,48.949,0.379,0.001,108.984,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212615599_667_2616264_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.512,0.0,48.805,0.832,0.001,122.161,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212617180_669_2617683_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.357422,1,0,0,0,99.132,0.0,78.731,0.455,0.001,178.325,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212618099_670_2618418_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.275,0.0,49.153,0.375,0.001,118.81,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212619182_671_2619757_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.385,0.0,52.678,0.337,0.001,130.408,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212622540_673_2622869_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,80.489,0.0,50.924,0.493,0.001,131.918,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212626212_675_2626808_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,87.745,0.0,51.799,0.547,0.001,140.102,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212632070_676_2632588_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,89.928,0.0,47.306,0.323,0.001,137.566,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212632933_677_2633340_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,91.516,0.0,56.642,0.488,0.001,148.656,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212636281_679_2636646_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.475,0.0,54.076,0.389,0.001,146.948,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212637603_681_2638096_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,81.895,0.0,58.021,0.734,0.002,140.663,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212642802_684_2643414_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,95.132,0.0,51.614,0.879,0.002,147.639,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212646681_686_2647168_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,84.219,0.0,50.166,0.448,0.001,134.841,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212654013_689_2654422_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.503906,1,0,0,0,90.244,0.0,76.747,0.484,0.001,167.485,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212655083_690_2655616_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.48,0.0,51.383,0.42,0.001,124.292,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212659891_692_2700409_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,96.222,0.0,47.862,0.707,0.001,144.804,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212719293_704_2719625_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,69.462,0.0,51.322,0.454,0.001,121.248,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212721214_705_2721560_Panorama.jpg,1,0,SINGLE,PASS,0.636719,1,1,0,0,88.504,0.0,87.609,0.477,0.012,176.613,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_212737556_706_2738148_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,82.299,0.0,53.044,0.5,0.001,135.852,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212738174_707_2738577_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.482178,1,0,0,0,85.22,0.0,71.314,0.386,0.001,156.929,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212741025_709_2741545_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,67.823,0.0,54.656,0.448,0.001,122.935,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212742716_711_2743290_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,63.947,0.0,55.453,0.661,0.001,120.081,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212745355_713_2745966_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,100.233,0.0,56.847,0.571,0.001,157.662,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212746285_714_2746825_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,104.143,0.001,54.007,0.59,0.001,158.758,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212757685_720_2758181_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.334717,1,0,0,0,87.384,0.0,77.862,0.48,0.001,165.736,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212800636_721_2801014_Panorama.jpg,1,0,SINGLE,PASS,0.672363,1,1,0,0,98.272,0.0,74.356,0.644,0.001,173.285,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_212802985_722_2803515_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,89.956,0.0,53.73,0.691,0.001,144.389,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212804386_723_2805073_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,97.711,0.0,45.457,0.52,0.001,143.697,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212806246_725_2806759_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.556,0.0,66.335,0.755,0.002,144.659,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212812096_729_2812584_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.42041,1,0,0,0,94.314,0.0,78.777,0.552,0.002,173.654,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212813317_730_2813730_Panorama.jpg,1,0,SINGLE,PASS,0.796875,1,1,0,0,67.816,0.001,69.204,0.426,0.001,137.456,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_212814657_731_2815282_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.765,0.0,50.877,0.427,0.001,126.076,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212816185_732_2816718_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,70.967,0.0,51.638,0.577,0.001,123.192,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212819137_733_2819742_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.286133,1,0,0,0,77.393,0.0,73.188,0.517,0.002,151.109,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212823349_736_2823992_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.86,0.0,52.832,0.455,0.001,147.157,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212829428_738_2830087_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,91.691,0.0,53.18,0.35,0.001,145.23,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212831987_739_2832657_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.265869,1,0,0,0,83.806,0.0,74.145,0.492,0.002,158.452,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212834468_740_2835012_Panorama.jpg,0,2,UNKNOWN,REVIEW,0.325928,1,0,0,0,74.349,0.0,92.785,0.501,0.002,167.648,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212836219_741_2836884_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.5,1,0,0,0,89.696,0.0,80.313,0.486,0.002,170.505,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212837187_742_2837785_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.089,0.0,52.93,0.431,0.001,125.46,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212838206_743_2838869_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,75.081,0.0,56.732,0.456,0.001,132.28,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212844788_745_2845452_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,85.494,0.0,48.912,0.468,0.001,134.883,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212845927_746_2846417_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,97.552,0.0,47.887,0.459,0.001,145.908,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212854159_748_2854690_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,89.789,0.0,51.567,0.513,0.001,141.879,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212857958_749_2858637_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,73.839,0.0,51.217,0.601,0.001,125.665,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212900500_750_2901090_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,78.092,0.0,50.421,0.472,0.001,128.996,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212902941_751_2903532_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,98.393,0.0,49.462,0.471,0.001,148.337,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212904641_752_2905188_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,85.072,0.0,50.231,0.497,0.001,135.809,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212906929_753_2907592_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,94.941,0.0,47.124,0.758,0.001,142.833,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212910560_754_2911099_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,77.498,0.0,51.358,0.766,0.003,129.634,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212917721_755_2918344_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,81.25,0.0,50.377,0.487,0.001,132.124,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212918791_756_2919496_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,74.938,0.0,51.901,0.704,0.001,127.556,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212920021_757_2920607_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.261475,1,0,0,0,74.101,0.0,70.086,0.437,0.001,144.631,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212932702_760_2933350_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,92.173,0.0,50.158,0.473,0.001,142.813,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212934673_761_2935274_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,88.403,0.0,48.799,0.601,0.002,137.816,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212935721_762_2936203_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,89.561,0.0,48.836,0.454,0.001,138.858,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212937881_763_2938368_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,97.861,0.0,46.655,0.347,0.001,144.869,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212943183_765_2943654_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,65.608,0.0,45.951,0.51,0.001,112.078,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212949631_768_2950190_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.295898,1,0,0,0,68.376,0.0,72.848,0.546,0.001,141.78,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212950991_769_2951530_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,93.507,0.0,49.167,0.453,0.001,143.141,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_212957743_773_2958310_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,89.955,0.0,50.168,0.431,0.001,140.563,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213003573_778_3004003_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.45874,1,0,0,0,86.184,0.0,76.887,0.556,0.002,163.64,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213008242_781_3008736_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.341553,1,0,0,0,69.451,0.0,77.622,0.842,0.003,147.93,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213009294_782_3009537_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,85.794,0.0,52.84,0.438,0.001,139.084,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213012054_784_3012475_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.443604,1,0,0,0,76.385,0.0,72.614,0.554,0.002,149.564,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213013103_785_3013532_Panorama.jpg,1,0,SINGLE,PASS,0.790527,1,1,0,0,84.711,0.0,67.309,0.501,0.001,152.529,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_213017175_787_3017820_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,72.115,0.0,50.191,0.507,0.001,122.823,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213019145_788_3019554_Panorama.jpg,1,0,SINGLE,PASS,0.57373,1,1,0,0,82.166,0.0,76.172,0.482,0.002,158.828,,,exactly one high-confidence parcel
Hikrobot MV-PD010003-12C-8C (DA8401808)_213020285_789_3020621_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,83.936,0.0,53.05,0.553,0.001,137.548,,unknown,no valid parcel candidate found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213020934_790_3021389_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.436035,1,0,0,0,75.153,0.0,71.633,0.553,0.002,147.35,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213022744_792_3023209_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.336426,1,0,0,0,83.588,0.0,66.37,0.453,0.001,150.419,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213024405_793_3024839_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.276855,1,0,0,0,67.103,0.0,71.644,0.467,0.002,139.222,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213025376_794_3025929_Panorama.jpg,0,1,UNKNOWN,REVIEW,0.42627,1,0,0,0,75.221,0.0,62.897,0.486,0.001,138.611,,unknown,only low-confidence candidates found
Hikrobot MV-PD010003-12C-8C (DA8401808)_213029895_796_3030540_Panorama.jpg,0,0,UNKNOWN,REVIEW,0.0,1,0,0,0,64.532,0.0,51.609,0.462,0.001,116.614,,unknown,no valid parcel candidate found
